B 4 219.775A
B 4 219.767A
B 4 219.793A
B 4 230.431A
B 4 477.992A
B 4 499.604A
B 4 500.682A
B 4 512.194A
B 4 512.525A
B 4 515.768A
B 4 911.392A
B 4 1424.05A
C 5 31.6244A
C 5 133.182A
C 5 141.424A
C 5 141.452A
C 5 141.449A
C 5 141.477A
C 5 147.331A
C 5 310.025A
C 5 321.609A
C 5 321.855A
C 5 328.077A
C 5 328.313A
C 5 330.315A
C 5 559.987A
C 5 574.130A
C 5 575.515A
C 5 583.633A
C 5 584.134A
C 5 584.136A
C 5 584.136A
C 5 586.832A
C 5 883.474A
C 5 899.846A
C 5 902.653A
C 5 913.013A
C 5 913.571A
C 5 913.549A
C 5 913.549A
C 5 913.600A
C 5 913.600A
C 5 916.821A
C 5 1312.40A
C 5 1786.33A
C 5 2333.16A
C 5 2952.91A
C 5 3645.57A
N 6 22.4596A
N 6 93.7596A
N 6 98.6998A
N 6 98.6063A
N 6 98.6071A
N 6 98.6354A
N 6 102.181A
N 6 217.114A
N 6 223.865A
N 6 224.071A
N 6 227.797A
N 6 227.958A
N 6 229.328A
N 6 391.164A
N 6 400.117A
N 6 400.277A
N 6 405.471A
N 6 405.487A
N 6 405.454A
N 6 405.471A
N 6 407.105A
N 6 616.155A
N 6 627.247A
N 6 627.483A
N 6 633.405A
N 6 633.806A
N 6 633.927A
N 6 633.927A
N 6 632.906A
N 6 632.906A
N 6 639.562A
N 6 911.392A
N 6 1240.51A
N 6 1620.25A
N 6 2050.63A
N 6 2531.64A
Li 1 2299.69A
Be 1 1330.04A
Be 2 680.940A
B 1 1494.33A
B 2 492.843A
B 3 326.916A
C 1 1101.24A
C 2 508.611A
C 3 258.925A
C 4 192.277A
N 1 853.401A
N 2 418.916A
N 3 261.326A
N 4 160.061A
N 5 126.672A
O 1 910.420A
O 2 353.073A
O 3 225.699A
O 4 160.185A
O 5 108.867A
F 1 711.821A
F 2 354.587A
F 3 197.734A
F 4 142.299A
F 5 108.581A
Ne 1 575.136A
Ne 2 302.733A
Ne 3 195.397A
Ne 4 127.676A
Na 1 2412.91A
Na 2 262.210A
Na 3 173.135A
Na 4 125.353A
Mg 1 1621.75A
Mg 2 824.463A
Mg 3 154.728A
Mg 4 113.449A
Al 1 2071.49A
Al 2 658.520A
Al 3 435.850A
Al 4 103.333A
Si 1 1521.09A
Si 2 758.405A
Si 3 370.257A
Si 4 274.699A
P 1 1182.07A
P 2 628.481A
P 3 410.594A
P 4 241.056A
P 5 190.680A
S 1 1196.90A
S 2 531.501A
S 3 356.013A
S 4 262.099A
S 5 170.610A
S 6 140.828A
Cl 1 956.047A
Cl 2 520.786A
Cl 3 313.050A
Cl 4 231.904A
Cl 5 182.836A
Cl 6 127.795A
Cl 7 108.581A
Ar 1 786.797A
Ar 2 448.785A
Ar 3 304.367A
Ar 4 207.322A
Ar 5 165.288A
Ar 6 136.248A
K 1 2856.47A
K 2 392.030A
K 3 270.682A
K 4 203.578A
K 5 150.011A
K 6 124.698A
K 7 105.442A
Ca 1 2028.45A
Ca 2 1044.64A
Ca 3 243.566A
Ca 4 184.331A
Ca 5 146.727A
Ca 6 113.970A
Sc 1 1688.90A
Sc 2 968.744A
Sc 3 500.805A
Sc 4 168.729A
Sc 5 134.973A
Sc 6 112.014A
Ti 1 1818.17A
Ti 2 913.102A
Ti 3 451.070A
Ti 4 286.571A
Ti 5 124.873A
Ti 6 103.765A
V 1 1839.75A
V 2 845.834A
V 3 423.061A
V 4 265.466A
V 5 189.950A
Cr 1 1832.41A
Cr 2 751.511A
Cr 3 400.514A
Cr 4 252.236A
Cr 5 178.519A
Cr 6 136.804A
Mn 1 1668.00A
Mn 2 792.834A
Mn 3 368.278A
Mn 4 242.186A
Mn 5 171.270A
Mn 6 129.503A
Mn 7 103.939A
Fe 1 1569.21A
Fe 2 765.900A
Fe 3 404.565A
Fe 4 226.276A
Fe 5 165.310A
Fe 6 125.176A
Co 1 1576.80A
Co 2 725.991A
Co 3 370.147A
Co 4 241.855A
Co 5 155.974A
Co 6 121.568A
Ni 1 1623.66A
Ni 2 682.439A
Ni 3 351.074A
Ni 4 225.864A
Ni 5 162.943A
Ni 6 114.814A
Cu 1 1604.96A
Cu 2 611.135A
Cu 3 336.589A
Cu 4 216.102A
Cu 5 155.193A
Cu 6 120.388A
Zn 1 1319.98A
Zn 2 690.419A
Zn 3 312.183A
Zn 4 208.753A
Zn 5 150.120A
Zn 6 114.814A
GraL 1215.67A
Cool 1215.67A
Crst 960.000A
Crst 4861.33A
LA X 1215.67A
Strk 6562.81A
Strk 4861.33A
Strk 1.87510m
Strk 4.05120m
Dest 1215.67A
Dest 6562.81A
Dest 4861.33A
Ca B 1215.67A
Q(H) 4861.33A
Q(H) 1215.67A
CaBo 4861.33A
CaBo 1640.00A
CaBo 4685.64A
Ca A 1215.67A
Ca A 1025.72A
Ca A 972.537A
Ca A 949.743A
Ca A 937.804A
Ca A 930.748A
Ca A 926.226A
Ca A 923.150A
Ca A 920.963A
Ca A 919.351A
Ca A 918.129A
Ca A 917.181A
Ca A 916.429A
Ca A 915.824A
Ca A 915.329A
Ca A 914.919A
Ca A 914.576A
Ca A 914.286A
Ca A 914.039A
Ca A 913.826A
Ca A 913.641A
Ca A 913.480A
Ca A 913.339A
Ca A 6564.62A
Ca A 4862.69A
Ca A 4341.68A
Ca A 4102.89A
Ca A 3971.19A
Ca A 3890.15A
Ca A 3836.47A
Ca A 3798.97A
Ca A 3771.70A
Ca A 3751.21A
Ca A 3735.43A
Ca A 3722.99A
Ca A 3713.02A
Ca A 3704.90A
Ca A 3698.20A
Ca A 3692.60A
Ca A 3687.88A
Ca A 3683.85A
Ca A 3680.40A
Ca A 3677.41A
Ca A 3674.80A
Ca A 3672.52A
Ca A 1.87561m
Ca A 1.28215m
Ca A 1.09410m
Ca A 1.00521m
Ca A 9548.54A
Ca A 9231.50A
Ca A 9017.34A
Ca A 8865.17A
Ca A 8752.83A
Ca A 8667.36A
Ca A 8600.71A
Ca A 8547.69A
Ca A 8504.78A
Ca A 8469.54A
Ca A 8440.23A
Ca A 8415.59A
Ca A 8394.66A
Ca A 8376.74A
Ca A 8361.26A
Ca A 8347.80A
Ca A 8336.03A
Ca A 4.05224m
Ca A 2.62585m
Ca A 2.16611m
Ca A 1.94507m
Ca A 1.81790m
Ca A 1.73667m
Ca A 1.68110m
Ca A 1.64116m
Ca A 1.61136m
Ca A 1.58848m
Ca A 1.57048m
Ca A 1.55606m
Ca A 1.54430m
Ca A 1.53459m
Ca A 1.52646m
Ca A 1.51959m
Ca A 1.51373m
Ca A 1.50868m
Ca A 1.50430m
Ca A 1.50049m
Ca A 7.45980m
Ca A 4.65374m
Ca A 3.74053m
Ca A 3.29697m
Ca A 3.03918m
Ca A 2.87297m
Ca A 2.75825m
Ca A 2.67511m
Ca A 2.61263m
Ca A 2.56431m
Ca A 2.52607m
Ca A 2.49523m
Ca A 2.46997m
Ca A 2.44898m
Ca A 2.43134m
Ca A 2.41637m
Ca A 2.40353m
Ca A 2.39245m
Ca A 2.38280m
Ca A 12.3718m
Ca A 7.50243m
Ca A 5.90816m
Ca A 5.12861m
Ca A 4.67247m
Ca A 4.37642m
Ca A 4.17076m
Ca A 4.02083m
Ca A 3.90751m
Ca A 3.81942m
Ca A 3.74936m
Ca A 3.69260m
Ca A 3.64589m
Ca A 3.60694m
Ca A 3.57407m
Ca A 3.54607m
Ca A 3.52199m
Ca A 3.50113m
Ca A 19.0617m
Ca A 11.3086m
Ca A 8.75998m
Ca A 7.50804m
Ca A 6.77193m
Ca A 6.29186m
Ca A 5.95679m
Ca A 5.71141m
Ca A 5.52514m
Ca A 5.37973m
Ca A 5.26364m
Ca A 5.16923m
Ca A 5.09127m
Ca A 5.02604m
Ca A 4.97084m
Ca A 4.92366m
Ca A 4.88298m
Ca A 27.8031m
Ca A 16.2090m
Ca A 12.3871m
Ca A 10.5034m
Ca A 9.39193m
Ca A 8.66442m
Ca A 8.15481m
Ca A 7.78030m
Ca A 7.49502m
Ca A 7.27158m
Ca A 7.09264m
Ca A 6.94669m
Ca A 6.82582m
Ca A 6.72440m
Ca A 6.63835m
Ca A 6.56462m
Ca A 38.8695m
Ca A 22.3402m
Ca A 16.8805m
Ca A 14.1829m
Ca A 12.5870m
Ca A 11.5394m
Ca A 10.8035m
Ca A 10.2612m
Ca A 9.84694m
Ca A 9.52164m
Ca A 9.26044m
Ca A 9.04687m
Ca A 8.86957m
Ca A 8.72047m
Ca A 8.59369m
Ca A 52.5344m
Ca A 29.8392m
Ca A 22.3314m
Ca A 18.6150m
Ca A 16.4116m
Ca A 14.9621m
Ca A 13.9416m
Ca A 13.1879m
Ca A 12.6108m
Ca A 12.1567m
Ca A 11.7913m
Ca A 11.4919m
Ca A 11.2428m
Ca A 11.0330m
Ca A 69.0713m
Ca A 38.8426m
Ca A 28.8309m
Ca A 23.8678m
Ca A 20.9204m
Ca A 18.9780m
Ca A 17.6081m
Ca A 16.5943m
Ca A 15.8168m
Ca A 15.2038m
Ca A 14.7096m
Ca A 14.3040m
Ca A 13.9661m
Ca A 88.7537m
Ca A 49.4872m
Ca A 36.4701m
Ca A 30.0097m
Ca A 26.1680m
Ca A 23.6327m
Ca A 21.8417m
Ca A 20.5145m
Ca A 19.4949m
Ca A 18.6899m
Ca A 18.0399m
Ca A 17.5057m
Ca A 111.855m
Ca A 61.9097m
Ca A 45.3403m
Ca A 37.1091m
Ca A 32.2090m
Ca A 28.9714m
Ca A 26.6816m
Ca A 24.9824m
Ca A 23.6755m
Ca A 22.6421m
Ca A 21.8068m
Ca A 138.649m
Ca A 76.2469m
Ca A 55.5326m
Ca A 45.2344m
Ca A 39.0982m
Ca A 35.0399m
Ca A 32.1667m
Ca A 30.0321m
Ca A 28.3887m
Ca A 27.0877m
Ca A 169.410m
Ca A 92.6356m
Ca A 67.1382m
Ca A 54.4538m
Ca A 46.8902m
Ca A 41.8837m
Ca A 38.3359m
Ca A 35.6978m
Ca A 33.6647m
Ca A 204.410m
Ca A 111.212m
Ca A 80.2482m
Ca A 64.8358m
Ca A 55.6396m
Ca A 49.5482m
Ca A 45.2283m
Ca A 42.0136m
Ca A 243.923m
Ca A 132.114m
Ca A 94.9538m
Ca A 76.4487m
Ca A 65.4013m
Ca A 58.0791m
Ca A 52.8830m
Ca A 288.223m
Ca A 155.478m
Ca A 111.346m
Ca A 89.3610m
Ca A 76.2297m
Ca A 67.5219m
Ca A 337.583m
Ca A 181.440m
Ca A 129.516m
Ca A 103.641m
Ca A 88.1797m
Ca A 392.276m
Ca A 210.137m
Ca A 149.556m
Ca A 119.357m
Ca A 452.577m
Ca A 241.707m
Ca A 171.556m
Ca A 518.759m
Ca A 276.285m
Ca A 591.096m
Ca B 6564.62A
Ca B 4862.69A
Ca B 4341.68A
Ca B 4102.89A
Ca B 3971.19A
Ca B 3890.15A
Ca B 3836.47A
Ca B 3798.97A
Ca B 3771.70A
Ca B 3751.21A
Ca B 3735.43A
Ca B 3722.99A
Ca B 3713.02A
Ca B 3704.90A
Ca B 3698.20A
Ca B 3692.60A
Ca B 3687.88A
Ca B 3683.85A
Ca B 3680.40A
Ca B 3677.41A
Ca B 3674.80A
Ca B 3672.52A
Ca B 1.87561m
Ca B 1.28215m
Ca B 1.09410m
Ca B 1.00521m
Ca B 9548.54A
Ca B 9231.50A
Ca B 9017.34A
Ca B 8865.17A
Ca B 8752.83A
Ca B 8667.36A
Ca B 8600.71A
Ca B 8547.69A
Ca B 8504.78A
Ca B 8469.54A
Ca B 8440.23A
Ca B 8415.59A
Ca B 8394.66A
Ca B 8376.74A
Ca B 8361.26A
Ca B 8347.80A
Ca B 8336.03A
Ca B 4.05224m
Ca B 2.62585m
Ca B 2.16611m
Ca B 1.94507m
Ca B 1.81790m
Ca B 1.73667m
Ca B 1.68110m
Ca B 1.64116m
Ca B 1.61136m
Ca B 1.58848m
Ca B 1.57048m
Ca B 1.55606m
Ca B 1.54430m
Ca B 1.53459m
Ca B 1.52646m
Ca B 1.51959m
Ca B 1.51373m
Ca B 1.50868m
Ca B 1.50430m
Ca B 1.50049m
Ca B 7.45980m
Ca B 4.65374m
Ca B 3.74053m
Ca B 3.29697m
Ca B 3.03918m
Ca B 2.87297m
Ca B 2.75825m
Ca B 2.67511m
Ca B 2.61263m
Ca B 2.56431m
Ca B 2.52607m
Ca B 2.49523m
Ca B 2.46997m
Ca B 2.44898m
Ca B 2.43134m
Ca B 2.41637m
Ca B 2.40353m
Ca B 2.39245m
Ca B 2.38280m
Ca B 12.3718m
Ca B 7.50243m
Ca B 5.90816m
Ca B 5.12861m
Ca B 4.67247m
Ca B 4.37642m
Ca B 4.17076m
Ca B 4.02083m
Ca B 3.90751m
Ca B 3.81942m
Ca B 3.74936m
Ca B 3.69260m
Ca B 3.64589m
Ca B 3.60694m
Ca B 3.57407m
Ca B 3.54607m
Ca B 3.52199m
Ca B 3.50113m
Ca B 19.0617m
Ca B 11.3086m
Ca B 8.75998m
Ca B 7.50804m
Ca B 6.77193m
Ca B 6.29186m
Ca B 5.95679m
Ca B 5.71141m
Ca B 5.52514m
Ca B 5.37973m
Ca B 5.26364m
Ca B 5.16923m
Ca B 5.09127m
Ca B 5.02604m
Ca B 4.97084m
Ca B 4.92366m
Ca B 4.88298m
Ca B 27.8031m
Ca B 16.2090m
Ca B 12.3871m
Ca B 10.5034m
Ca B 9.39193m
Ca B 8.66442m
Ca B 8.15481m
Ca B 7.78030m
Ca B 7.49502m
Ca B 7.27158m
Ca B 7.09264m
Ca B 6.94669m
Ca B 6.82582m
Ca B 6.72440m
Ca B 6.63835m
Ca B 6.56462m
Ca B 38.8695m
Ca B 22.3402m
Ca B 16.8805m
Ca B 14.1829m
Ca B 12.5870m
Ca B 11.5394m
Ca B 10.8035m
Ca B 10.2612m
Ca B 9.84694m
Ca B 9.52164m
Ca B 9.26044m
Ca B 9.04687m
Ca B 8.86957m
Ca B 8.72047m
Ca B 8.59369m
Ca B 52.5344m
Ca B 29.8392m
Ca B 22.3314m
Ca B 18.6150m
Ca B 16.4116m
Ca B 14.9621m
Ca B 13.9416m
Ca B 13.1879m
Ca B 12.6108m
Ca B 12.1567m
Ca B 11.7913m
Ca B 11.4919m
Ca B 11.2428m
Ca B 11.0330m
Ca B 69.0713m
Ca B 38.8426m
Ca B 28.8309m
Ca B 23.8678m
Ca B 20.9204m
Ca B 18.9780m
Ca B 17.6081m
Ca B 16.5943m
Ca B 15.8168m
Ca B 15.2038m
Ca B 14.7096m
Ca B 14.3040m
Ca B 13.9661m
Ca B 88.7537m
Ca B 49.4872m
Ca B 36.4701m
Ca B 30.0097m
Ca B 26.1680m
Ca B 23.6327m
Ca B 21.8417m
Ca B 20.5145m
Ca B 19.4949m
Ca B 18.6899m
Ca B 18.0399m
Ca B 17.5057m
Ca B 111.855m
Ca B 61.9097m
Ca B 45.3403m
Ca B 37.1091m
Ca B 32.2090m
Ca B 28.9714m
Ca B 26.6816m
Ca B 24.9824m
Ca B 23.6755m
Ca B 22.6421m
Ca B 21.8068m
Ca B 138.649m
Ca B 76.2469m
Ca B 55.5326m
Ca B 45.2344m
Ca B 39.0982m
Ca B 35.0399m
Ca B 32.1667m
Ca B 30.0321m
Ca B 28.3887m
Ca B 27.0877m
Ca B 169.410m
Ca B 92.6356m
Ca B 67.1382m
Ca B 54.4538m
Ca B 46.8902m
Ca B 41.8837m
Ca B 38.3359m
Ca B 35.6978m
Ca B 33.6647m
Ca B 204.410m
Ca B 111.212m
Ca B 80.2482m
Ca B 64.8358m
Ca B 55.6396m
Ca B 49.5482m
Ca B 45.2283m
Ca B 42.0136m
Ca B 243.923m
Ca B 132.114m
Ca B 94.9538m
Ca B 76.4487m
Ca B 65.4013m
Ca B 58.0791m
Ca B 52.8830m
Ca B 288.223m
Ca B 155.478m
Ca B 111.346m
Ca B 89.3610m
Ca B 76.2297m
Ca B 67.5219m
Ca B 337.583m
Ca B 181.440m
Ca B 129.516m
Ca B 103.641m
Ca B 88.1797m
Ca B 392.276m
Ca B 210.137m
Ca B 149.556m
Ca B 119.357m
Ca B 452.577m
Ca B 241.707m
Ca B 171.556m
Ca B 518.759m
Ca B 276.285m
Ca B 591.096m
H 1 2431.34A
H 1 1215.67A
Inwd 1215.67A
Coll 1215.67A
Pump 1215.67A
H 1 1025.72A
Inwd 1025.72A
Coll 1025.72A
Pump 1025.72A
H 1 972.537A
Inwd 972.537A
Coll 972.537A
Pump 972.537A
H 1 949.743A
Inwd 949.743A
Coll 949.743A
Pump 949.743A
H 1 937.804A
Inwd 937.804A
Coll 937.804A
Pump 937.804A
H 1 930.748A
Inwd 930.748A
Coll 930.748A
Pump 930.748A
H 1 926.226A
Inwd 926.226A
Coll 926.226A
Pump 926.226A
H 1 923.150A
Inwd 923.150A
Coll 923.150A
Pump 923.150A
H 1 920.963A
Inwd 920.963A
Coll 920.963A
Pump 920.963A
H 1 919.351A
Inwd 919.351A
Coll 919.351A
Pump 919.351A
H 1 918.129A
Inwd 918.129A
Coll 918.129A
Pump 918.129A
H 1 917.181A
Inwd 917.181A
Coll 917.181A
Pump 917.181A
H 1 916.429A
Inwd 916.429A
Coll 916.429A
Pump 916.429A
H 1 915.824A
Inwd 915.824A
Coll 915.824A
Pump 915.824A
H 1 915.329A
Inwd 915.329A
Coll 915.329A
Pump 915.329A
H 1 914.919A
Inwd 914.919A
Coll 914.919A
Pump 914.919A
H 1 914.576A
Inwd 914.576A
Coll 914.576A
Pump 914.576A
H 1 914.286A
Inwd 914.286A
Coll 914.286A
Pump 914.286A
H 1 914.039A
Inwd 914.039A
Coll 914.039A
Pump 914.039A
H 1 913.826A
Inwd 913.826A
Coll 913.826A
Pump 913.826A
H 1 913.641A
Inwd 913.641A
Coll 913.641A
Pump 913.641A
H 1 913.480A
Inwd 913.480A
Coll 913.480A
Pump 913.480A
H 1 913.339A
Inwd 913.339A
Coll 913.339A
Pump 913.339A
H 1 913.215A
Inwd 913.215A
Coll 913.215A
Pump 913.215A
H 1 6564.62A
Inwd 6564.62A
Coll 6564.62A
Pump 6564.62A
H 1 4862.69A
Inwd 4862.69A
Coll 4862.69A
Pump 4862.69A
H 1 4341.68A
Inwd 4341.68A
Coll 4341.68A
Pump 4341.68A
H 1 4102.89A
Inwd 4102.89A
Coll 4102.89A
Pump 4102.89A
H 1 3971.19A
Inwd 3971.19A
Coll 3971.19A
Pump 3971.19A
H 1 3890.15A
Inwd 3890.15A
Coll 3890.15A
Pump 3890.15A
H 1 3836.47A
Inwd 3836.47A
Coll 3836.47A
Pump 3836.47A
H 1 3798.97A
Inwd 3798.97A
Coll 3798.97A
Pump 3798.97A
H 1 3771.70A
Inwd 3771.70A
Coll 3771.70A
Pump 3771.70A
H 1 3751.21A
Inwd 3751.21A
Coll 3751.21A
Pump 3751.21A
H 1 3735.43A
Inwd 3735.43A
Coll 3735.43A
Pump 3735.43A
H 1 3722.99A
Inwd 3722.99A
Coll 3722.99A
Pump 3722.99A
H 1 3713.02A
Inwd 3713.02A
Coll 3713.02A
Pump 3713.02A
H 1 3704.90A
Inwd 3704.90A
Coll 3704.90A
Pump 3704.90A
