Pump 919.781A
Heat 919.781A
Ar 2 932.054A
Inwd 932.054A
Coll 932.054A
Pump 932.054A
Heat 932.054A
Ar 2 6.98527m
Inwd 6.98527m
Coll 6.98527m
Pump 6.98527m
Ar 3 871.100A
Inwd 871.100A
Coll 871.100A
Pump 871.100A
Ar 3 875.535A
Inwd 875.535A
Coll 875.535A
Pump 875.535A
Ar 3 878.731A
Inwd 878.731A
Coll 878.731A
Pump 878.731A
Ar 3 879.622A
Inwd 879.622A
Coll 879.622A
Pump 879.622A
Ar 3 883.180A
Inwd 883.180A
Coll 883.180A
Pump 883.180A
Ar 3 887.403A
Inwd 887.403A
Coll 887.403A
Pump 887.403A
Ar 3 3006.10A
Inwd 3006.10A
Coll 3006.10A
Pump 3006.10A
Ar 3 3110.08A
Inwd 3110.08A
Coll 3110.08A
Pump 3110.08A
Ar 3 5193.27A
Inwd 5193.27A
Coll 5193.27A
Pump 5193.27A
Ar 3 7137.76A
Inwd 7137.76A
Coll 7137.76A
Pump 7137.76A
Ar 3 7753.24A
Inwd 7753.24A
Coll 7753.24A
Pump 7753.24A
Ar 3 8038.73A
Inwd 8038.73A
Coll 8038.73A
Pump 8038.73A
Ar 3 6.36849m
Inwd 6.36849m
Coll 6.36849m
Pump 6.36849m
Ar 3 8.99143m
Inwd 8.99143m
Coll 8.99143m
Pump 8.99143m
Ar 3 21.8312m
Inwd 21.8312m
Pump 21.8312m
Heat 21.8312m
Ar 4 840.032A
Inwd 840.032A
Coll 840.032A
Pump 840.032A
Ar 4 843.770A
Inwd 843.770A
Coll 843.770A
Pump 843.770A
Ar 4 850.605A
Inwd 850.605A
Coll 850.605A
Pump 850.605A
Ar 4 2854.50A
Inwd 2854.50A
Coll 2854.50A
Pump 2854.50A
Ar 4 2869.06A
Inwd 2869.06A
Coll 2869.06A
Pump 2869.06A
Ar 4 4712.58A
Inwd 4712.58A
Coll 4712.58A
Pump 4712.58A
Ar 4 4741.45A
Inwd 4741.45A
Coll 4741.45A
Pump 4741.45A
Ar 4 7172.68A
Inwd 7172.68A
Coll 7172.68A
Pump 7172.68A
Ar 4 7239.77A
Inwd 7239.77A
Coll 7239.77A
Pump 7239.77A
Ar 4 7265.33A
Inwd 7265.33A
Coll 7265.33A
Pump 7265.33A
Ar 4 7334.17A
Inwd 7334.17A
Coll 7334.17A
Pump 7334.17A
Ar 4 56.2430m
Inwd 56.2430m
Coll 56.2430m
Pump 56.2430m
Ar 4 77.3994m
Inwd 77.3994m
Pump 77.3994m
Heat 77.3994m
Ar 5 822.174A
Inwd 822.174A
Coll 822.174A
Pump 822.174A
Ar 5 827.049A
Inwd 827.049A
Coll 827.049A
Pump 827.049A
Ar 5 827.366A
Inwd 827.366A
Coll 827.366A
Pump 827.366A
Ar 5 834.903A
Inwd 834.903A
Coll 834.903A
Pump 834.903A
Ar 5 835.797A
Inwd 835.797A
Coll 835.797A
Pump 835.797A
Ar 5 836.121A
Inwd 836.121A
Coll 836.121A
Pump 836.121A
Ar 5 2691.85A
Inwd 2691.85A
Coll 2691.85A
Pump 2691.85A
Ar 5 2786.79A
Inwd 2786.79A
Coll 2786.79A
Pump 2786.79A
Ar 5 4626.69A
Inwd 4626.69A
Coll 4626.69A
Pump 4626.69A
Ar 5 6135.47A
Inwd 6135.47A
Coll 6135.47A
Pump 6135.47A
Ar 5 6436.90A
Inwd 6436.90A
Coll 6436.90A
Pump 6436.90A
Ar 5 7007.76A
Inwd 7007.76A
Coll 7007.76A
Pump 7007.76A
Ar 5 4.92912m
Inwd 4.92912m
Coll 4.92912m
Pump 4.92912m
Ar 5 7.90187m
Inwd 7.90187m
Coll 7.90187m
Pump 7.90187m
Ar 5 13.1021m
Inwd 13.1021m
Coll 13.1021m
Pump 13.1021m
Ar 6 754.930A
Inwd 754.930A
Coll 754.930A
Pump 754.930A
Ar 6 767.066A
Inwd 767.066A
Coll 767.066A
Pump 767.066A
Ar 6 767.726A
Inwd 767.726A
Coll 767.726A
Pump 767.726A
Ar 6 4.52923m
Inwd 4.52923m
Coll 4.52923m
Pump 4.52923m
B 1 1817.84A
Inwd 1817.84A
Coll 1817.84A
Pump 1817.84A
B 1 1818.35A
Inwd 1818.35A
Coll 1818.35A
Pump 1818.35A
B 1 1825.89A
Inwd 1825.89A
Coll 1825.89A
Pump 1825.89A
B 1 1826.40A
Inwd 1826.40A
Coll 1826.40A
Pump 1826.40A
B 1 1826.40A
Inwd 1826.40A
Coll 1826.40A
Pump 1826.40A
B 1 2089.55A
Inwd 2089.55A
Coll 2089.55A
Pump 2089.55A
B 1 2090.22A
Inwd 2090.22A
Coll 2090.22A
Pump 2090.22A
B 1 2090.23A
Inwd 2090.23A
Coll 2090.23A
Pump 2090.23A
B 1 2497.52A
Inwd 2497.52A
Coll 2497.52A
Pump 2497.52A
B 1 2498.48A
Inwd 2498.48A
Coll 2498.48A
Pump 2498.48A
B 1 3490.15A
Inwd 3490.15A
Coll 3490.15A
Pump 3490.15A
B 1 3490.71A
Inwd 3490.71A
Coll 3490.71A
Pump 3490.71A
B 1 3491.24A
Inwd 3491.24A
Coll 3491.24A
Pump 3491.24A
B 1 3492.01A
Inwd 3492.01A
Coll 3492.01A
Pump 3492.01A
B 1 3492.58A
Inwd 3492.58A
Coll 3492.58A
Pump 3492.58A
B 1 5634.64A
Inwd 5634.64A
Coll 5634.64A
Pump 5634.64A
B 1 5634.84A
Inwd 5634.84A
Coll 5634.84A
Pump 5634.84A
B 1 1.00702m
Inwd 1.00702m
Coll 1.00702m
Pump 1.00702m
B 1 1.00706m
Inwd 1.00706m
Coll 1.00706m
Pump 1.00706m
B 1 1.00712m
Inwd 1.00712m
Coll 1.00712m
Pump 1.00712m
B 1 1.16632m
Inwd 1.16632m
Coll 1.16632m
Pump 1.16632m
Heat 1.16632m
B 1 1.16657m
Inwd 1.16657m
Coll 1.16657m
Pump 1.16657m
Heat 1.16657m
B 1 1.56290m
Inwd 1.56290m
Coll 1.56290m
Pump 1.56290m
Heat 1.56290m
B 1 1.56333m
Inwd 1.56333m
Pump 1.56333m
Heat 1.56333m
B 1 1.62448m
Inwd 1.62448m
Pump 1.62448m
Heat 1.62448m
B 1 1.62491m
Inwd 1.62491m
Coll 1.62491m
Pump 1.62491m
Heat 1.62491m
B 1 1.62495m
Inwd 1.62495m
Pump 1.62495m
Heat 1.62495m
B 1 3.31194m
Inwd 3.31194m
Coll 3.31194m
Pump 3.31194m
B 1 3.31210m
Inwd 3.31210m
Coll 3.31210m
Pump 3.31210m
B 1 3.31264m
Inwd 3.31264m
Coll 3.31264m
Pump 3.31264m
B 1 3.60122m
Inwd 3.60122m
Coll 3.60122m
Pump 3.60122m
B 1 3.60205m
Inwd 3.60205m
Coll 3.60205m
Pump 3.60205m
B 1 13.2128m
Inwd 13.2128m
Pump 13.2128m
Heat 13.2128m
B 1 13.2184m
Inwd 13.2184m
Coll 13.2184m
Pump 13.2184m
Heat 13.2184m
B 1 13.2496m
Inwd 13.2496m
Coll 13.2496m
Pump 13.2496m
Heat 13.2496m
B 1 654.151m
Inwd 654.151m
Coll 654.151m
Pump 654.151m
B 1 911.577m
Inwd 911.577m
Coll 911.577m
Pump 911.577m
B 1 1579.78m
Inwd 1579.78m
Coll 1579.78m
Pump 1579.78m
B 1 2155.17m
Inwd 2155.17m
Coll 2155.17m
Pump 2155.17m
B 2 694.490A
Inwd 694.490A
Coll 694.490A
Pump 694.490A
B 2 976.918A
Inwd 976.918A
Coll 976.918A
Pump 976.918A
B 2 997.202A
Inwd 997.202A
Coll 997.202A
Pump 997.202A
Heat 997.202A
B 2 1010.78A
Inwd 1010.78A
Coll 1010.78A
Pump 1010.78A
B 2 1010.92A
Inwd 1010.92A
Coll 1010.92A
Pump 1010.92A
B 2 1081.80A
Inwd 1081.80A
Coll 1081.80A
Pump 1081.80A
B 2 1081.87A
Inwd 1081.87A
Coll 1081.87A
Pump 1081.87A
Heat 1081.87A
B 2 1082.06A
Inwd 1082.06A
Coll 1082.06A
Pump 1082.06A
Heat 1082.06A
B 2 1107.18A
Inwd 1107.18A
Coll 1107.18A
Pump 1107.18A
B 2 1107.38A
Inwd 1107.38A
Coll 1107.38A
Pump 1107.38A
B 2 1362.46A
Inwd 1362.46A
Coll 1362.46A
Pump 1362.46A
B 2 1537.82A
Inwd 1537.82A
Coll 1537.82A
Pump 1537.82A
Heat 1537.82A
B 2 1537.96A
Inwd 1537.96A
Coll 1537.96A
Pump 1537.96A
Heat 1537.96A
B 2 1538.34A
Inwd 1538.34A
Coll 1538.34A
Pump 1538.34A
Heat 1538.34A
B 2 1557.01A
Inwd 1557.01A
Coll 1557.01A
Pump 1557.01A
B 2 1623.44A
Inwd 1623.44A
Coll 1623.44A
Pump 1623.44A
B 2 1623.60A
Inwd 1623.60A
Coll 1623.60A
Pump 1623.60A
B 2 1623.79A
Inwd 1623.79A
Coll 1623.79A
Pump 1623.79A
B 2 1623.95A
Inwd 1623.95A
Coll 1623.95A
Pump 1623.95A
B 2 1624.02A
Inwd 1624.02A
Coll 1624.02A
Pump 1624.02A
B 2 1624.17A
Inwd 1624.17A
Coll 1624.17A
Pump 1624.17A
B 2 1624.38A
Inwd 1624.38A
Coll 1624.38A
Pump 1624.38A
B 2 1624.60A
Inwd 1624.60A
Coll 1624.60A
Pump 1624.60A
B 2 1773.76A
Inwd 1773.76A
Coll 1773.76A
Pump 1773.76A
B 2 1842.82A
Inwd 1842.82A
Coll 1842.82A
Pump 1842.82A
B 2 2218.32A
Inwd 2218.32A
Pump 2218.32A
Heat 2218.32A
B 2 2218.56A
Inwd 2218.56A
Coll 2218.56A
Pump 2218.56A
B 2 2218.74A
Inwd 2218.74A
Pump 2218.74A
Heat 2218.74A
B 2 2218.77A
Inwd 2218.77A
Coll 2218.77A
Pump 2218.77A
B 2 2219.22A
Inwd 2219.22A
Coll 2219.22A
Pump 2219.22A
B 2 2219.40A
Inwd 2219.40A
Pump 2219.40A
Heat 2219.40A
B 2 2402.04A
Inwd 2402.04A
Coll 2402.04A
Pump 2402.04A
B 2 2402.24A
Inwd 2402.24A
Coll 2402.24A
Pump 2402.24A
Heat 2402.24A
B 2 2676.82A
Inwd 2676.82A
Coll 2676.82A
Pump 2676.82A
B 2 2677.97A
Inwd 2677.97A
Coll 2677.97A
Pump 2677.97A
B 2 2773.08A
Inwd 2773.08A
Coll 2773.08A
Pump 2773.08A
Heat 2773.08A
B 2 2773.55A
Inwd 2773.55A
Coll 2773.55A
Pump 2773.55A
Heat 2773.55A
B 2 2774.79A
Inwd 2774.79A
Coll 2774.79A
Pump 2774.79A
Heat 2774.79A
B 2 3452.29A
Inwd 3452.29A
Coll 3452.29A
Pump 3452.29A
B 2 3479.31A
Inwd 3479.31A
Coll 3479.31A
Pump 3479.31A
Heat 3479.31A
B 2 3480.93A
Inwd 3480.93A
Coll 3480.93A
Pump 3480.93A
Heat 3480.93A
B 2 3915.93A
Inwd 3915.93A
Coll 3915.93A
Pump 3915.93A
B 2 3917.98A
Inwd 3917.98A
Coll 3917.98A
Pump 3917.98A
B 2 3919.28A
Inwd 3919.28A
Coll 3919.28A
Pump 3919.28A
B 2 3952.82A
Inwd 3952.82A
Coll 3952.82A
Pump 3952.82A
B 2 6123.94A
Inwd 6123.94A
Pump 6123.94A
Heat 6123.94A
B 2 7032.21A
Inwd 7032.21A
Coll 7032.21A
Pump 7032.21A
B 2 7033.97A
Inwd 7033.97A
Pump 7033.97A
Heat 7033.97A
B 2 7034.27A
Inwd 7034.27A
Coll 7034.27A
Pump 7034.27A
B 2 1.57028m
Inwd 1.57028m
Pump 1.57028m
Heat 1.57028m
B 2 2.89738m
Inwd 2.89738m
Pump 2.89738m
Heat 2.89738m
B 2 2.90453m
Inwd 2.90453m
Pump 2.90453m
Heat 2.90453m
B 2 2.91587m
Inwd 2.91587m
Pump 2.91587m
Heat 2.91587m
B 2 449.236m
Inwd 449.236m
Coll 449.236m
Pump 449.236m
B 2 457.038m
Inwd 457.038m
Coll 457.038m
Pump 457.038m
Heat 457.038m
B 2 619.195m
Inwd 619.195m
Pump 619.195m
Heat 619.195m
B 2 746.826m
Inwd 746.826m
Coll 746.826m
Pump 746.826m
Heat 746.826m
B 2 1177.86m
Inwd 1177.86m
Pump 1177.86m
Heat 1177.86m
B 2 1636.66m
Inwd 1636.66m
Coll 1636.66m
Pump 1636.66m
B 3 411.805A
Inwd 411.805A
Coll 411.805A
Pump 411.805A
B 3 411.811A
Inwd 411.811A
Coll 411.811A
Pump 411.811A
B 3 510.769A
Inwd 510.769A
Coll 510.769A
Pump 510.769A
B 3 510.855A
Inwd 510.855A
Coll 510.855A
Pump 510.855A
B 3 510.858A
Inwd 510.858A
Coll 510.858A
Pump 510.858A
B 3 518.239A
Inwd 518.239A
Coll 518.239A
Pump 518.239A
B 3 518.266A
Inwd 518.266A
Coll 518.266A
Pump 518.266A
B 3 528.151A
Inwd 528.151A
Pump 528.151A
Heat 528.151A
B 3 528.246A
Inwd 528.246A
Pump 528.246A
Heat 528.246A
B 3 677.000A
Inwd 677.000A
Pump 677.000A
Heat 677.000A
B 3 677.143A
Inwd 677.143A
Pump 677.143A
Heat 677.143A
B 3 677.157A
Inwd 677.157A
Pump 677.157A
Heat 677.157A
B 3 758.475A
Inwd 758.475A
Pump 758.475A
Heat 758.475A
B 3 758.671A
Inwd 758.671A
Pump 758.671A
Heat 758.671A
B 3 1596.63A
Inwd 1596.63A
Pump 1596.63A
Heat 1596.63A
B 3 1596.73A
Inwd 1596.73A
Pump 1596.73A
Heat 1596.73A
B 3 1953.49A
Inwd 1953.49A
Coll 1953.49A
Pump 1953.49A
B 3 1953.83A
Inwd 1953.83A
Coll 1953.83A
Pump 1953.83A
B 3 1953.87A
Inwd 1953.87A
Coll 1953.87A
Pump 1953.87A
B 3 2066.44A
Inwd 2066.44A
Coll 2066.44A
Pump 2066.44A
B 3 2067.90A
Inwd 2067.90A
Coll 2067.90A
Pump 2067.90A
B 3 2077.69A
Inwd 2077.69A
Coll 2077.69A
Pump 2077.69A
B 3 2077.79A
Inwd 2077.79A
Coll 2077.79A
Pump 2077.79A
B 3 2077.82A
Inwd 2077.82A
Coll 2077.82A
Pump 2077.82A
B 3 2138.36A
Inwd 2138.36A
Pump 2138.36A
Heat 2138.36A
B 3 2138.49A
Inwd 2138.49A
Pump 2138.49A
Heat 2138.49A
B 3 2138.53A
Inwd 2138.53A
Pump 2138.53A
Heat 2138.53A
B 3 2234.78A
Inwd 2234.78A
Coll 2234.78A
Pump 2234.78A
Heat 2234.78A
B 3 2235.28A
Inwd 2235.28A
Coll 2235.28A
Pump 2235.28A
Heat 2235.28A
B 3 7837.41A
Inwd 7837.41A
Pump 7837.41A
Heat 7837.41A
B 3 7843.56A
Inwd 7843.56A
Pump 7843.56A
Heat 7843.56A
B 3 1.94728m
Inwd 1.94728m
Pump 1.94728m
Heat 1.94728m
B 3 1.94876m
Inwd 1.94876m
Pump 1.94876m
Heat 1.94876m
B 3 3.20768m
Inwd 3.20768m
Coll 3.20768m
Pump 3.20768m
B 3 3.21499m
Inwd 3.21499m
Coll 3.21499m
Pump 3.21499m
B 3 3.21801m
Inwd 3.21801m
Coll 3.21801m
Pump 3.21801m
B 3 7.62259m
Inwd 7.62259m
Coll 7.62259m
Pump 7.62259m
B 3 7.63819m
Inwd 7.63819m
Coll 7.63819m
Pump 7.63819m
B 3 7.64538m
Inwd 7.64538m
Coll 7.64538m
Pump 7.64538m
Be 1 1661.48A
Inwd 1661.48A
Coll 1661.48A
Pump 1661.48A
Be 1 1697.58A
Inwd 1697.58A
Coll 1697.58A
Pump 1697.58A
Be 1 2349.33A
Inwd 2349.33A
Coll 2349.33A
Pump 2349.33A
Be 1 2651.24A
Inwd 2651.24A
Coll 2651.24A
Pump 2651.24A
Be 1 2651.34A
Inwd 2651.34A
Coll 2651.34A
Pump 2651.34A
Be 1 2651.38A
Inwd 2651.38A
Coll 2651.38A
Pump 2651.38A
Be 1 2651.41A
Inwd 2651.41A
Coll 2651.41A
Pump 2651.41A
Be 1 2651.48A
Inwd 2651.48A
Coll 2651.48A
Pump 2651.48A
Be 1 2651.55A
Inwd 2651.55A
Coll 2651.55A
Pump 2651.55A
Be 1 3321.97A
Inwd 3321.97A
Coll 3321.97A
Pump 3321.97A
Be 1 3322.04A
Inwd 3322.04A
Coll 3322.04A
Pump 3322.04A
Be 1 3322.30A
Inwd 3322.30A
Coll 3322.30A
Pump 3322.30A
Be 1 4549.33A
Inwd 4549.33A
Coll 4549.33A
Pump 4549.33A
Be 1 4549.81A
Inwd 4549.81A
Coll 4549.81A
Pump 4549.81A
Be 1 4857.42A
Inwd 4857.42A
Coll 4857.42A
Pump 4857.42A
Be 1 4857.57A
Inwd 4857.57A
Coll 4857.57A
Pump 4857.57A
Heat 4857.57A
Be 1 4858.12A
Inwd 4858.12A
Coll 4858.12A
Pump 4858.12A
Heat 4858.12A
Be 1 8256.34A
Inwd 8256.34A
Coll 8256.34A
Pump 8256.34A
Heat 8256.34A
Be 1 1.46480m
Inwd 1.46480m
Coll 1.46480m
Pump 1.46480m
Be 1 1.46488m
Inwd 1.46488m
Coll 1.46488m
Pump 1.46488m
Heat 1.46488m
Be 1 1.46488m
Inwd 1.46488m
Pump 1.46488m
Heat 1.46488m
Be 1 1.81486m
Inwd 1.81486m
Pump 1.81486m
Heat 1.81486m
Be 1 3344.48m
Inwd 3344.48m
Coll 3344.48m
Pump 3344.48m
Be 1 4264.39m
Inwd 4264.39m
Pump 4264.39m
Heat 4264.39m
Be 1 1.55039c
Inwd 1.55039c
Coll 1.55039c
Pump 1.55039c
Be 2 842.025A
Inwd 842.025A
Coll 842.025A
Pump 842.025A
Be 2 842.031A
Inwd 842.031A
Coll 842.031A
Pump 842.031A
Be 2 1036.30A
Inwd 1036.30A
Coll 1036.30A
Pump 1036.30A
Be 2 1036.32A
Inwd 1036.32A
Coll 1036.32A
Pump 1036.32A
Be 2 1142.96A
Inwd 1142.96A
Coll 1142.96A
Pump 1142.96A
Be 2 1143.04A
Inwd 1143.04A
Coll 1143.04A
Pump 1143.04A
Be 2 1143.04A
Inwd 1143.04A
Coll 1143.04A
Pump 1143.04A
Be 2 1197.09A
Inwd 1197.09A
Coll 1197.09A
Pump 1197.09A
Heat 1197.09A
Be 2 1197.19A
Inwd 1197.19A
Coll 1197.19A
Pump 1197.19A
Heat 1197.19A
Be 2 1512.27A
Inwd 1512.27A
Coll 1512.27A
Pump 1512.27A
Heat 1512.27A
Be 2 1512.41A
Inwd 1512.41A
Coll 1512.41A
Pump 1512.41A
Heat 1512.41A
Be 2 1512.42A
Inwd 1512.42A
Coll 1512.42A
Pump 1512.42A
Heat 1512.42A
Be 2 1776.10A
Inwd 1776.10A
Coll 1776.10A
Pump 1776.10A
Heat 1776.10A
Be 2 1776.31A
Inwd 1776.31A
Coll 1776.31A
Pump 1776.31A
Heat 1776.31A
Be 2 3131.33A
Inwd 3131.33A
Coll 3131.33A
Pump 3131.33A
Be 2 3131.97A
Inwd 3131.97A
Coll 3131.97A
Pump 3131.97A
Be 2 3275.53A
Inwd 3275.53A
Coll 3275.53A
Pump 3275.53A
Heat 3275.53A
Be 2 3275.62A
Inwd 3275.62A
Coll 3275.62A
Pump 3275.62A
Heat 3275.62A
Be 2 4361.89A
Inwd 4361.89A
Coll 4361.89A
Pump 4361.89A
Be 2 4362.21A
Inwd 4362.21A
Coll 4362.21A
Pump 4362.21A
Be 2 4362.26A
Inwd 4362.26A
Coll 4362.26A
Pump 4362.26A
Be 2 4674.64A
Inwd 4674.64A
Coll 4674.64A
Pump 4674.64A
Be 2 4674.73A
Inwd 4674.73A
Coll 4674.73A
Pump 4674.73A
Be 2 4674.76A
Inwd 4674.76A
Coll 4674.76A
Pump 4674.76A
Be 2 4829.34A
Inwd 4829.34A
Pump 4829.34A
Heat 4829.34A
Be 2 4829.47A
Inwd 4829.47A
Pump 4829.47A
Heat 4829.47A
Be 2 4829.53A
Inwd 4829.53A
Pump 4829.53A
Heat 4829.53A
Be 2 5271.74A
Inwd 5271.74A
Coll 5271.74A
Pump 5271.74A
Be 2 5272.27A
Inwd 5272.27A
Coll 5272.27A
Pump 5272.27A
Be 2 1.20987m
Inwd 1.20987m
Pump 1.20987m
Heat 1.20987m
Be 2 1.21015m
Inwd 1.21015m
Pump 1.21015m
Heat 1.21015m
Be 2 3.03317m
Inwd 3.03317m
Pump 3.03317m
Heat 3.03317m
Be 2 3.03392m
Inwd 3.03392m
Pump 3.03392m
Heat 3.03392m
Be 2 6.41350m
Inwd 6.41350m
Coll 6.41350m
Pump 6.41350m
Be 2 6.41926m
Inwd 6.41926m
Coll 6.41926m
Pump 6.41926m
Be 2 6.42144m
Inwd 6.42144m
Coll 6.42144m
Pump 6.42144m
Be 2 15.1357m
Inwd 15.1357m
Coll 15.1357m
Pump 15.1357m
Be 2 15.1488m
Inwd 15.1488m
Coll 15.1488m
Pump 15.1488m
Be 2 15.1543m
Inwd 15.1543m
Coll 15.1543m
Pump 15.1543m
C 1 1560.31A
Inwd 1560.31A
Coll 1560.31A
Pump 1560.31A
C 1 1560.68A
Inwd 1560.68A
Coll 1560.68A
Pump 1560.68A
C 1 1560.71A
Inwd 1560.71A
Coll 1560.71A
Pump 1560.71A
C 1 1561.34A
Inwd 1561.34A
Coll 1561.34A
Pump 1561.34A
C 1 1561.37A
Inwd 1561.37A
Coll 1561.37A
Pump 1561.37A
C 1 1561.44A
Inwd 1561.44A
Coll 1561.44A
Pump 1561.44A
C 1 1613.38A
Inwd 1613.38A
Coll 1613.38A
Pump 1613.38A
C 1 1613.80A
Inwd 1613.80A
Coll 1613.80A
Pump 1613.80A
C 1 1614.51A
Inwd 1614.51A
Coll 1614.51A
Pump 1614.51A
C 1 1656.27A
Inwd 1656.27A
Coll 1656.27A
Pump 1656.27A
C 1 1656.93A
Inwd 1656.93A
Coll 1656.93A
Pump 1656.93A
C 1 1657.01A
Inwd 1657.01A
Coll 1657.01A
Pump 1657.01A
C 1 1657.38A
Inwd 1657.38A
Coll 1657.38A
Pump 1657.38A
C 1 1657.91A
Inwd 1657.91A
Coll 1657.91A
Pump 1657.91A
C 1 1658.12A
Inwd 1658.12A
Coll 1658.12A
Pump 1658.12A
C 1 1930.90A
Inwd 1930.90A
Coll 1930.90A
Pump 1930.90A
C 1 1992.01A
Inwd 1992.01A
Coll 1992.01A
Pump 1992.01A
C 1 1993.62A
Inwd 1993.62A
Coll 1993.62A
Pump 1993.62A
C 1 2479.31A
Inwd 2479.31A
Coll 2479.31A
Pump 2479.31A
C 1 2583.67A
Inwd 2583.67A
Coll 2583.67A
Pump 2583.67A
Heat 2583.67A
C 1 2965.70A
Inwd 2965.70A
Coll 2965.70A
Pump 2965.70A
C 1 2968.08A
Inwd 2968.08A
Coll 2968.08A
Pump 2968.08A
C 1 4622.86A
Inwd 4622.86A
Coll 4622.86A
Pump 4622.86A
C 1 8729.52A
Inwd 8729.52A
Coll 8729.52A
Pump 8729.52A
C 1 9826.82A
Inwd 9826.82A
Coll 9826.82A
Pump 9826.82A
C 1 9852.96A
Inwd 9852.96A
Coll 9852.96A
Pump 9852.96A
C 1 1.06883m
Inwd 1.06883m
Coll 1.06883m
Pump 1.06883m
C 1 1.07103m
Inwd 1.07103m
Coll 1.07103m
Pump 1.07103m
C 1 1.07569m
Inwd 1.07569m
Coll 1.07569m
Pump 1.07569m
C 1 1.17331m
Inwd 1.17331m
Coll 1.17331m
Pump 1.17331m
C 1 1.17596m
Inwd 1.17596m
Coll 1.17596m
Pump 1.17596m
C 1 1.18159m
Inwd 1.18159m
Coll 1.18159m
Pump 1.18159m
C 1 1.29741m
Inwd 1.29741m
Coll 1.29741m
Pump 1.29741m
C 1 1.45465m
Inwd 1.45465m
Coll 1.45465m
Pump 1.45465m
C 1 1.78583m
Inwd 1.78583m
Coll 1.78583m
Pump 1.78583m
C 1 1.78618m
Inwd 1.78618m
Coll 1.78618m
Pump 1.78618m
C 1 370.370m
Inwd 370.370m
Coll 370.370m
Pump 370.370m
Heat 370.370m
C 1 609.756m
Inwd 609.756m
Pump 609.756m
Heat 609.756m
C 2 687.053A
Inwd 687.053A
Coll 687.053A
Pump 687.053A
C 2 687.352A
Inwd 687.352A
Coll 687.352A
Pump 687.352A
C 2 858.092A
Inwd 858.092A
Coll 858.092A
Pump 858.092A
C 2 858.559A
Inwd 858.559A
Coll 858.559A
Pump 858.559A
C 2 903.623A
Inwd 903.623A
Coll 903.623A
Pump 903.623A
C 2 903.962A
Inwd 903.962A
Coll 903.962A
Pump 903.962A
C 2 904.142A
Inwd 904.142A
Coll 904.142A
Pump 904.142A
C 2 904.480A
Inwd 904.480A
Coll 904.480A
Pump 904.480A
C 2 1009.86A
Inwd 1009.86A
Coll 1009.86A
Pump 1009.86A
C 2 1010.08A
Inwd 1010.08A
Coll 1010.08A
Pump 1010.08A
C 2 1010.37A
Inwd 1010.37A
Coll 1010.37A
Pump 1010.37A
C 2 1036.34A
Inwd 1036.34A
Coll 1036.34A
Pump 1036.34A
C 2 1037.02A
Inwd 1037.02A
Coll 1037.02A
Pump 1037.02A
C 2 1126.99A
Inwd 1126.99A
Coll 1126.99A
Pump 1126.99A
Heat 1126.99A
C 2 1127.13A
Inwd 1127.13A
Coll 1127.13A
Pump 1127.13A
Heat 1127.13A
C 2 1127.27A
Inwd 1127.27A
Coll 1127.27A
Pump 1127.27A
Heat 1127.27A
C 2 1127.41A
Inwd 1127.41A
Coll 1127.41A
Pump 1127.41A
Heat 1127.41A
C 2 1127.63A
Inwd 1127.63A
Coll 1127.63A
Pump 1127.63A
Heat 1127.63A
C 2 1334.53A
Inwd 1334.53A
Coll 1334.53A
Pump 1334.53A
C 2 1335.66A
Inwd 1335.66A
Coll 1335.66A
Pump 1335.66A
C 2 1335.71A
Inwd 1335.71A
Coll 1335.71A
Pump 1335.71A
C 2 1490.38A
Inwd 1490.38A
Coll 1490.38A
Pump 1490.38A
C 2 1490.44A
Inwd 1490.44A
Coll 1490.44A
Pump 1490.44A
C 2 1760.40A
Inwd 1760.40A
Coll 1760.40A
Pump 1760.40A
Heat 1760.40A
C 2 1760.47A
Inwd 1760.47A
Coll 1760.47A
Pump 1760.47A
Heat 1760.47A
C 2 1760.82A
Inwd 1760.82A
Coll 1760.82A
Pump 1760.82A
Heat 1760.82A
C 2 2196.19A
Inwd 2196.19A
Coll 2196.19A
Pump 2196.19A
C 2 2324.21A
Inwd 2324.21A
Coll 2324.21A
Pump 2324.21A
C 2 2325.40A
Inwd 2325.40A
Coll 2325.40A
Pump 2325.40A
C 2 2326.11A
Inwd 2326.11A
Coll 2326.11A
Pump 2326.11A
C 2 2327.65A
Inwd 2327.65A
Coll 2327.65A
Pump 2327.65A
C 2 2328.84A
Inwd 2328.84A
Coll 2328.84A
Pump 2328.84A
C 2 2837.54A
Inwd 2837.54A
Coll 2837.54A
Pump 2837.54A
Heat 2837.54A
C 2 2838.44A
Inwd 2838.44A
Coll 2838.44A
Pump 2838.44A
Heat 2838.44A
C 2 3184.42A
Inwd 3184.42A
Coll 3184.42A
Pump 3184.42A
C 2 3188.62A
Inwd 3188.62A
Coll 3188.62A
Pump 3188.62A
C 2 3923.19A
Inwd 3923.19A
Coll 3923.19A
Pump 3923.19A
C 2 4736.79A
Inwd 4736.79A
Coll 4736.79A
Pump 4736.79A
C 2 4739.29A
Inwd 4739.29A
Coll 4739.29A
Pump 4739.29A
Heat 4739.29A
C 2 4746.09A
Inwd 4746.09A
Coll 4746.09A
Pump 4746.09A
Heat 4746.09A
C 2 4748.61A
Inwd 4748.61A
Coll 4748.61A
Pump 4748.61A
Heat 4748.61A
C 2 6579.87A
Inwd 6579.87A
Coll 6579.87A
Pump 6579.87A
